debate_audio_id,turn_id,sentence_id,sentence_index_in_turn,speaker_raw,n_words,n_words_matched,start_sec,end_sec,duration_sec,sentence_text
1001,1001_t0009,1001_t0009_s008,7,DUKAKIS,42,0,392.691,392.714,0.022,"I remember being in a high school in my own state as we were organizing something we call the Governor’s Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help."
1001,1001_t0009,1001_t0009_s009,8,DUKAKIS,7,0,392.714,392.717,0.003,We’re providing that young woman with help.
1001,1001_t0009,1001_t0009_s010,9,DUKAKIS,38,0,392.718,392.738,0.02,"But I want to be a president of the United States who makes sure that we never again do business with a drug-running Panamanian dictator, that we never again funnel aid to the contras through convicted drug dealers."
1001,1001_t0009,1001_t0009_s011,10,DUKAKIS,9,0,392.739,392.743,0.004,"Values begin at the top, in the White House."
1001,1001_t0009,1001_t0009_s012,11,DUKAKIS,21,0,392.744,392.755,0.011,Those are the values I want to bring to the presidency and to the White House beginning in January of 1989.
1001,1001_t0010,1001_t0010_s001,0,LEHRER,4,0,392.755,392.757,0.002,"Governor, a follow-up question."
1001,1001_t0010,1001_t0010_s002,1,LEHRER,7,0,392.757,392.761,0.003,You have two minutes to answer it.
1001,1001_t0010,1001_t0010_s003,2,LEHRER,19,0,392.761,392.771,0.01,"Are you suggesting, sir, that President Reagan is one of the causes of the drug problem in this country?"
1001,1001_t0011,1001_t0011_s001,0,DUKAKIS,46,0,392.772,392.796,0.025,"I’m saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention."
1001,1001_t0011,1001_t0011_s002,1,DUKAKIS,2,0,392.797,392.797,0.001,And Mr.
1001,1001_t0011,1001_t0011_s003,2,DUKAKIS,10,0,392.798,392.802,0.004,Bush is right – the two go hand in hand.
1001,1001_t0011,1001_t0011_s004,3,DUKAKIS,78,0,392.803,392.845,0.042,"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don’t understand that that sends out a very, very bad message to our young people, it’s a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you."
1001,1001_t0011,1001_t0011_s005,4,DUKAKIS,52,0,392.845,392.873,0.028,"Now, I’ve outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together."
1001,1001_t0011,1001_t0011_s006,5,DUKAKIS,8,0,392.874,392.878,0.004,But we also have to take demand seriously.
1001,1001_t0011,1001_t0011_s007,6,DUKAKIS,13,0,392.878,392.885,0.007,"You know, we have five percent of the world’s population in this country."
1001,1001_t0011,1001_t0011_s008,7,DUKAKIS,8,1,392.885,393.349,0.464,We’re consuming 50 percent of the world’s cocaine.
1001,1001_t0011,1001_t0011_s009,8,DUKAKIS,29,27,394.909,403.111,8.202,And in my state I’m proud to say we’ve organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country.
1001,1001_t0011,1001_t0011_s010,9,DUKAKIS,8,6,403.241,405.492,2.251,We’re helping youngsters; we’re reaching out to them.
1001,1001_t0011,1001_t0011_s011,10,DUKAKIS,39,37,406.458,418.147,11.689,"And we’re beginning with drug education and prevention beginning in the early elementary grades in every elementary school in our state, and that’s the kind of effort we need in every elementary school in the United States of America."
1001,1001_t0011,1001_t0011_s012,11,DUKAKIS,25,24,418.687,425.832,7.145,"And we’ve got to begin early, in the first, second and third grade, before our youngsters begin to experiment with these very, very dangerous substances."
1001,1001_t0011,1001_t0011_s013,12,DUKAKIS,9,9,426.653,429.095,2.442,I guess the question I would ask of Mr.
1001,1001_t0011,1001_t0011_s014,13,DUKAKIS,23,21,429.135,437.454,8.319,"Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country."
1001,1001_t0011,1001_t0011_s015,14,DUKAKIS,49,46,438.334,454.66,16.326,"If he or representatives of the administration are either with or involving people like Noriega in our foreign policy, or don’t pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country."
1001,1001_t0012,1001_t0012_s001,0,LEHRER,5,5,456.296,457.819,1.523,"A minute to rebut, Mr."
1001,1001_t0012,1001_t0012_s002,1,LEHRER,2,2,457.859,458.401,0.542,Vice President.
1001,1001_t0013,1001_t0013_s001,0,BUSH,13,13,458.862,462.73,3.868,"Well, the other day my opponent was given a briefing by the CIA."
1001,1001_t0013,1001_t0013_s002,1,BUSH,8,8,464.173,466.195,2.022,I asked for and received the same briefing.
1001,1001_t0013,1001_t0013_s003,2,BUSH,12,12,466.855,470.818,3.963,I am very careful in public life about dealing with classified information.
1001,1001_t0013,1001_t0013_s004,3,BUSH,8,8,471.339,473.6,2.261,And what I’m about to say is unclassified.
1001,1001_t0013,1001_t0013_s005,4,BUSH,6,6,474.581,476.803,2.222,Seven administrations were dealing with Mr.
1001,1001_t0013,1001_t0013_s006,5,BUSH,1,1,476.863,477.443,0.58,Noriega.
1001,1001_t0013,1001_t0013_s007,6,BUSH,11,9,477.864,481.647,3.783,It was the Reagan-Bush administration that brought this man to justice.
1001,1001_t0013,1001_t0013_s008,7,BUSH,16,15,482.327,489.733,7.406,"And as the governor of Massachusetts knows, there was no evidence that governor – that Mr."
1001,1001_t0013,1001_t0013_s009,8,BUSH,12,12,489.793,494.676,4.883,"Noriega was involved in drugs, no hard evidence until we indicted him."
1001,1001_t0013,1001_t0013_s010,9,BUSH,14,13,495.375,501.576,6.201,And so I think it’s about time we get this Noriega matter in perspective.
1001,1001_t0013,1001_t0013_s011,10,BUSH,5,5,501.676,503.296,1.62,Panama is a friendly country.
1001,1001_t0013,1001_t0013_s012,11,BUSH,19,19,503.816,510.258,6.442,"I went down there and talked to the president of Panama about cleaning up their money laundering, and Mr."
1001,1001_t0013,1001_t0013_s013,12,BUSH,20,20,510.298,515.978,5.68,"Noriega was there, but there was no evidence at that time, and when the evidence was there, we indicted him."
1001,1001_t0013,1001_t0013_s014,13,BUSH,8,8,516.139,517.659,1.52,And we want to bring him to justice.
1001,1001_t0013,1001_t0013_s015,14,BUSH,18,18,518.019,524.68,6.661,And so call off all those pickets out there that are trying to tear down seven different administrations.
1001,1001_t0014,1001_t0014_s001,0,LEHRER,11,10,526.095,528.696,2.601,"All right, the next question will be asked by John Mashek."
1001,1001_t0014,1001_t0014_s002,1,LEHRER,12,11,528.956,531.938,2.982,"It goes to Governor Dukakis, and you’ll have two minutes to answer."
1001,1001_t0015,1001_t0015_s001,0,MASHEK,14,14,532.678,537.581,4.903,"Governor Dukakis, another troublesome issue for voters this year is the bulging federal deficit."
1001,1001_t0015,1001_t0015_s002,1,MASHEK,15,15,538.281,543.444,5.163,"In a Dukakis administration, you say taxes will be raised only as a last resort."
1001,1001_t0015,1001_t0015_s003,2,MASHEK,21,21,543.964,551.188,7.224,Would you identify for us then please three specific programs that you are willing to cut to bring that deficit down?
1001,1001_t0016,1001_t0016_s001,0,DUKAKIS,8,7,552.106,554.027,1.921,"Yes, I’ve been very specific about those, John."
1001,1001_t0016,1001_t0016_s002,1,DUKAKIS,38,33,554.067,563.954,9.887,"And let me lay out for you my own strategy for bring that deficit down, because as a chief executive that’s balanced ten budgets in a row, I’ve had to make those tough decisions and those tough choices."
1001,1001_t0016,1001_t0016_s003,2,DUKAKIS,17,13,564.815,568.957,4.142,"First, I’ve suggested that there are certain weapons systems which we don’t need and we can’t afford."
1001,1001_t0016,1001_t0016_s004,3,DUKAKIS,1,1,569.933,570.133,0.2,Mr.
1001,1001_t0016,1001_t0016_s005,4,DUKAKIS,22,22,570.153,573.875,3.722,"Bush has been critical of me for that, but I think those are the kinds of tough choices you have to make."
1001,1001_t0016,1001_t0016_s006,5,DUKAKIS,19,17,573.975,578.596,4.621,"I’ve also suggested that there are weapons systems that we should proceed on, and I’ve outlined those in detail."
1001,1001_t0016,1001_t0016_s007,6,DUKAKIS,17,16,579.317,582.818,3.501,"Secondly, we’ve got to invest in economic growth in this country, in every part of this country."
1001,1001_t0016,1001_t0016_s008,7,DUKAKIS,14,14,583.298,587.3,4.002,Building that kind of growth expands revenues and helps to bring down that deficit.
1001,1001_t0016,1001_t0016_s009,8,DUKAKIS,28,28,587.36,594.763,7.403,"Thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the Congress for bringing that deficit down."
1001,1001_t0016,1001_t0016_s010,9,DUKAKIS,25,21,595.203,601.181,5.978,"And, finally, we’ve got to go out there and collect billions and billions of dollars in taxes owed that aren’t being paid to this country."
1001,1001_t0016,1001_t0016_s011,10,DUKAKIS,23,20,601.302,608.91,7.608,It’s very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected.
1001,1001_t0016,1001_t0016_s012,11,DUKAKIS,17,16,609.15,612.991,3.841,I’ve also suggested that on the domestic side there are areas where we can make some cuts.
1001,1001_t0016,1001_t0016_s013,12,DUKAKIS,42,40,613.711,624.633,10.922,"We ought to be able to come up with an agricultural policy in this country that gives our farm families a fair price and a decent future without spending $20-25 billion a year, which is what we’ve been doing under this administration."
1001,1001_t0016,1001_t0016_s014,13,DUKAKIS,35,34,625.273,634.594,9.321,"We can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again."
1001,1001_t0016,1001_t0016_s015,14,DUKAKIS,7,6,635.675,638.197,2.522,The thing I don’t understand about Mr.
1001,1001_t0016,1001_t0016_s016,15,DUKAKIS,24,23,638.367,644.402,6.035,Bush’s approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do.
1001,1001_t0016,1001_t0016_s017,16,DUKAKIS,56,50,644.422,660.195,15.773,"He seems to want to spend a great deal of money on just about every weapon system; he says he’s against new taxes, although he’s broken that pledge at least times in the last year that I know of; he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break."
1001,1001_t0016,1001_t0016_s018,17,DUKAKIS,12,12,661.542,664.504,2.962,He also wants to spend a lot of money on additional programs.
1001,1001_t0016,1001_t0016_s019,18,DUKAKIS,15,13,665.485,669.548,4.063,"If he keeps this up, he’s going to be the Joe Isuzu of American politics."
1001,1001_t0017,1001_t0017_s001,0,DUKAKIS,12,10,670.779,679.474,8.696,But I hope you won’t take my five seconds away from me.
1001,1001_t0017,1001_t0017_s002,1,DUKAKIS,5,4,680.415,681.116,0.701,I will say this –
1001,1001_t0018,1001_t0018_s001,0,LEHRER,6,0,681.267,682.025,0.757,"Your two minutes is up, Governor."
1001,1001_t0019,1001_t0019_s001,0,DUKAKIS,41,36,682.176,691.59,9.414,"If he’s serious about what he’s saying, then the only place he can go to balance that budget is to raid the Social Security Trust Fund, and he tried that in 1985, and I think he’s going to try it again."
1001,1001_t0020,1001_t0020_s001,0,LEHRER,6,6,692.191,693.253,1.062,You have a minute to rebut.
1001,1001_t0021,1001_t0021_s001,0,BUSH,8,8,693.273,695.175,1.902,Is this the time to unleash our one-liners?
1001,1001_t0021,1001_t0021_s002,1,BUSH,9,9,696.276,698.519,2.243,That answer was about as clear as Boston harbor.
1001,1001_t0022,1001_t0022_s001,0,BUSH,5,5,708.055,709.056,1.001,Let me help the governor.
1001,1001_t0022,1001_t0022_s002,1,BUSH,13,11,709.556,712.018,2.462,"There are so many things there, I don’t quite know where to begin."
1001,1001_t0022,1001_t0022_s003,2,BUSH,10,10,712.799,715.761,2.962,"When you cut capital gains, you put people to work."
1001,1001_t0022,1001_t0022_s004,3,BUSH,6,6,716.381,719.324,2.943,John Kennedy proposed cutting capital gains.
1001,1001_t0022,1001_t0022_s005,4,BUSH,20,19,720.044,726.829,6.785,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut."
1001,1001_t0022,1001_t0022_s006,5,BUSH,8,7,727.029,728.711,1.682,It’s not going to cost the government money.
1001,1001_t0022,1001_t0022_s007,6,BUSH,15,13,728.971,733.815,4.844,"It’s going to increase revenues to the federal government, and it’s going to create jobs."
1001,1001_t0022,1001_t0022_s008,7,BUSH,15,14,734.235,737.558,3.323,So that’s one of the things that I think makes a big difference between us.
1001,1001_t0022,1001_t0022_s009,8,BUSH,16,15,738.238,745.962,7.724,"Massachusetts doesn’t have an enormous defense budget, but nevertheless, the governor raised taxes five different times."
1001,1001_t0022,1001_t0022_s010,9,BUSH,6,6,746.203,747.823,1.62,That happens to be a fact.
1001,1001_t0022,1001_t0022_s011,10,BUSH,23,22,748.344,755.988,7.644,"And so let’s kind of stay on the issue, and I have made a specific proposal for what I call a flexible freeze."
1001,1001_t0022,1001_t0022_s012,11,BUSH,35,32,756.388,769.684,13.296,"And it permits – economists on the East Coast and West think it’s good – it permits the president to sort out the priorities, and we continue to grow because I will not raise taxes."
1001,1001_t0023,1001_t0023_s001,0,LEHRER,5,5,769.724,770.544,0.82,"Your time is up, too."
1001,1001_t0023,1001_t0023_s002,1,LEHRER,3,3,770.564,771.545,0.981,"A follow-up, John."
1001,1001_t0024,1001_t0024_s001,0,MASHEK,1,1,772.257,772.437,0.18,Mr.
1001,1001_t0024,1001_t0024_s002,1,MASHEK,35,33,772.477,784.043,11.566,"Vice President, you have vowed not to raise taxes of any kind during your administration and at the same time you’ve proposed this capital gains cut, you’ve proposed more incentive breaks for the oil industry."
1001,1001_t0024,1001_t0024_s003,2,MASHEK,25,24,784.494,793.268,8.774,You’ve suggested new spending programs and even some Republicans say the flexible freeze you just spoke about will hardly make a dent in the deficit.
1001,1001_t0024,1001_t0024_s004,3,MASHEK,16,16,793.788,798.991,5.203,"Is the deficit no longer really a concern of yours, the Republican Party or the taxpayers?"
1001,1001_t0025,1001_t0025_s001,0,BUSH,13,12,799.251,802.393,3.142,I think it’s the Republican Party and my concern to bring it down.
1001,1001_t0025,1001_t0025_s002,1,BUSH,26,24,802.934,810.58,7.646,"And presidential leadership that I want to provide in this area will bring it down, but we’ve got to get the Democrats – Congress under control."
1001,1001_t0025,1001_t0025_s003,2,BUSH,17,17,811.08,815.183,4.103,"They do all the spending, they appropriate every dime and tell us how to spend every dime."
1001,1001_t0025,1001_t0025_s004,3,BUSH,20,17,815.464,821.648,6.184,"I’d like to ask the Governor to join in getting for the president what 43 governors have, the line-item veto."
1001,1001_t0025,1001_t0025_s005,4,BUSH,11,11,821.968,825.991,4.023,He has to operate in Massachusetts under a balanced budget proviso.
1001,1001_t0025,1001_t0025_s006,5,BUSH,7,7,826.332,828.073,1.741,I would like a balanced budget amendment.
1001,1001_t0025,1001_t0025_s007,6,BUSH,21,18,828.433,836.521,8.088,But the dynamics of the economy – we cut the taxes and revenues are up by 25 percent in three years.
1001,1001_t0025,1001_t0025_s008,7,BUSH,31,28,836.922,845.971,9.049,So the problem is – it’s not that the working is being taxed too little or the person working out – the woman working in some factory being taxed too little.
1001,1001_t0025,1001_t0025_s009,8,BUSH,10,10,846.391,848.754,2.363,It is that we are continuing to spend too much.
1001,1001_t0025,1001_t0025_s010,9,BUSH,10,10,848.814,852.545,3.731,"So, my formula says grow at the rate of inflation."
1001,1001_t0025,1001_t0025_s011,10,BUSH,13,12,853.305,857.006,3.701,Permit the president to set the priorities on where we do the spending.
1001,1001_t0025,1001_t0025_s012,11,BUSH,15,13,857.566,864.188,6.622,"And remember the Federal deficit has come down $70 billion in one year, in 1987."
1001,1001_t0025,1001_t0025_s013,12,BUSH,22,16,864.768,870.65,5.882,And if we – and the – actually this year Congress is doing a little better in controlling the growth of spending.
1001,1001_t0025,1001_t0025_s014,13,BUSH,8,6,870.67,873.511,2.841,Spending was only up something like 4 percent.
1001,1001_t0025,1001_t0025_s015,14,BUSH,17,10,873.971,879.946,5.975,"So, it isn’t that we’re taking too little – from taxpayer – we’re spending too much still."
1001,1001_t0025,1001_t0025_s016,15,BUSH,39,33,880.407,893.092,12.685,"And the formula I’ve given you works, we’ve put it through a good economic model, we’ve got good economists on the West Coast, Michael Boskin and Marty Feldstein up there who’s a very respected economist in the – Massachusetts."
1001,1001_t0025,1001_t0025_s017,16,BUSH,25,23,893.452,900.455,7.003,"And they agree, that if we can do what I’ve said, we can get it down without going and socking the American taxpayer once again."
1001,1001_t0025,1001_t0025_s018,17,BUSH,12,9,901.035,905.857,4.822,"Capital gains, one more point on that, please let’s learn from history."
1001,1001_t0025,1001_t0025_s019,18,BUSH,16,12,906.298,914.361,8.063,"A capital gains differential will increase jobs, increase risk taking, increase revenues to the Federal Government."
1001,1001_t0026,1001_t0026_s001,0,LEHRER,7,7,914.982,916.522,1.54,"Governor, you have a minute to rebut."
1001,1001_t0027,1001_t0027_s001,0,DUKAKIS,43,43,916.683,926.187,9.504,"Well, I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully."
1001,1001_t0027,1001_t0027_s002,1,DUKAKIS,68,61,927.047,947.872,20.825,"What he’s proposing after over a trillion in new debt which has been added in the Federal debt in the course of the past eight years, an IOU our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country, an average of about $30,000 that we’re going to give to people making $200,000 a year."
1001,1001_t0027,1001_t0027_s003,2,DUKAKIS,8,6,948.192,950.054,1.862,Why that’s more than the average teacher makes.
1001,1001_t0027,1001_t0027_s004,3,DUKAKIS,8,7,950.454,952.055,1.601,"We’ve had enough of that, ladies and gentlemen."
1001,1001_t0027,1001_t0027_s005,4,DUKAKIS,22,20,952.545,958.621,6.076,We’ve run up more debt in the last eight years than under all the presidents from George Washington to Jimmy Carter combined.
1001,1001_t0027,1001_t0027_s006,5,DUKAKIS,32,31,958.701,966.808,8.107,"It’s time for a chief executive who can make tough choices, can work with the Congress, can get that deficit down and begin to build a strong fiscal foundation under this country."
1001,1001_t0028,1001_t0028_s001,0,LEHRER,18,14,968.406,972.787,4.381,"All right, the next question will be asked by Anne Groer and it will go the Vice President."
1001,1001_t0028,1001_t0028_s002,1,LEHRER,7,7,972.827,974.687,1.86,"You have two minutes to answer, sir."
1001,1001_t0029,1001_t0029_s001,0,GROER,1,1,974.727,974.788,0.061,Mr.
1001,1001_t0029,1001_t0029_s002,1,GROER,16,15,974.808,980.429,5.621,"Vice President, you’ve said you want a kinder, gentler presidency, one that helps the less fortunate."
