debate_audio_id,debate_id,year,debate_type,date,turn_id,sentence_id,sentence_index_in_turn,start_sec,end_sec,duration_sec,speaker_raw,speaker,party,result,speaker_role,sentence_text,n_words,n_words_matched,alignment_tier,alignment_source,in_debate_window
1001,1988P1,1988,Presidential,1988-09-25,1001_t0005,1001_t0005_s008,7,277.482,289.41,11.928,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"I remember being in a high school in my own state as we were organizing something we call the Governor’s Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help.",42,39,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0005,1001_t0005_s009,8,290.081,292.152,2.071,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,We’re providing that young woman with help.,7,6,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0005,1001_t0005_s010,9,293.493,303.686,10.193,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"But I want to be a president of the United States who makes sure that we never again do business with a drug-running Panamanian dictator, that we never again funnel aid to the contras through convicted drug dealers.",38,36,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0005,1001_t0005_s011,10,304.206,306.627,2.421,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"Values begin at the top, in the White House.",9,9,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0005,1001_t0005_s012,11,307.087,312.808,5.721,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Those are the values I want to bring to the presidency and to the White House beginning in January of 1989.,21,18,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0006,1001_t0006_s001,0,313.789,315.389,1.6,LEHRER,Lehrer,—,moderator,moderator,"Governor, a follow-up question.",4,4,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0006,1001_t0006_s002,1,315.929,317.229,1.3,LEHRER,Lehrer,—,moderator,moderator,You have two minutes to answer it.,7,7,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0006,1001_t0006_s003,2,317.85,323.231,5.381,LEHRER,Lehrer,—,moderator,moderator,"Are you suggesting, sir, that President Reagan is one of the causes of the drug problem in this country?",19,19,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s001,0,323.971,340.917,16.946,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"I’m saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention.",46,43,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s002,1,340.957,341.257,0.3,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,And Mr.,2,2,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s003,2,341.277,343.839,2.562,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Bush is right – the two go hand in hand.,10,9,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s004,3,345.099,367.778,22.679,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don’t understand that that sends out a very, very bad message to our young people, it’s a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you.",78,76,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s005,4,368.578,384.687,16.109,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"Now, I’ve outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",52,51,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s006,5,386.367,388.167,1.8,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,But we also have to take demand seriously.,8,8,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s007,6,388.187,390.748,2.561,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"You know, we have five percent of the world’s population in this country.",13,11,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s008,7,391.078,392.63,1.552,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,We’re consuming 50 percent of the world’s cocaine.,8,4,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s009,8,392.631,392.633,0.002,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Doing better in the neighborhoods.,5,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0007,1001_t0007_s010,9,392.633,392.644,0.01,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"But I think we’re all in this together, and my plea to the American people is values in the schools.",20,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0008,1001_t0008_s001,0,392.644,392.648,0.003,LEHRER,Lehrer,—,moderator,moderator,"Governor, you have one minute to respond.",7,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s001,0,392.648,392.65,0.002,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,I agree with Mr.,4,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s002,1,392.65,392.652,0.002,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Bush that values are important.,5,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s003,2,392.653,392.659,0.006,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,But it’s important that our leaders demonstrate those values from the top.,12,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s004,3,392.66,392.669,0.01,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,That means those of us who are elected to positions of political leadership have to reflect those values ourselves.,19,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s005,4,392.67,392.677,0.007,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Here we are with a government that’s been dealing with a drug-running Panamanian dictator.,14,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s006,5,392.678,392.684,0.006,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,We’ve been dealing with him; he’s been dealing drugs to our kids.,12,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s007,6,392.684,392.691,0.007,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Governors like me and others have been trying to deal with the consequences.,13,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s008,7,392.691,392.714,0.022,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"I remember being in a high school in my own state as we were organizing something we call the Governor’s Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help.",42,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s009,8,392.714,392.717,0.003,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,We’re providing that young woman with help.,7,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s010,9,392.718,392.738,0.02,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"But I want to be a president of the United States who makes sure that we never again do business with a drug-running Panamanian dictator, that we never again funnel aid to the contras through convicted drug dealers.",38,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s011,10,392.739,392.743,0.004,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"Values begin at the top, in the White House.",9,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0009,1001_t0009_s012,11,392.744,392.755,0.011,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Those are the values I want to bring to the presidency and to the White House beginning in January of 1989.,21,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0010,1001_t0010_s001,0,392.755,392.757,0.002,LEHRER,Lehrer,—,moderator,moderator,"Governor, a follow-up question.",4,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0010,1001_t0010_s002,1,392.757,392.761,0.003,LEHRER,Lehrer,—,moderator,moderator,You have two minutes to answer it.,7,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0010,1001_t0010_s003,2,392.761,392.771,0.01,LEHRER,Lehrer,—,moderator,moderator,"Are you suggesting, sir, that President Reagan is one of the causes of the drug problem in this country?",19,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s001,0,392.772,392.796,0.025,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"I’m saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention.",46,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s002,1,392.797,392.797,0.001,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,And Mr.,2,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s003,2,392.798,392.802,0.004,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,Bush is right – the two go hand in hand.,10,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s004,3,392.803,392.845,0.042,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don’t understand that that sends out a very, very bad message to our young people, it’s a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you.",78,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s005,4,392.845,392.873,0.028,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"Now, I’ve outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",52,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s006,5,392.874,392.878,0.004,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,But we also have to take demand seriously.,8,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s007,6,392.878,392.885,0.007,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"You know, we have five percent of the world’s population in this country.",13,0,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s008,7,392.885,393.349,0.464,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,We’re consuming 50 percent of the world’s cocaine.,8,1,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s009,8,394.909,403.111,8.202,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,And in my state I’m proud to say we’ve organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country.,29,27,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s010,9,403.241,405.492,2.251,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,We’re helping youngsters; we’re reaching out to them.,8,6,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s011,10,406.458,418.147,11.689,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"And we’re beginning with drug education and prevention beginning in the early elementary grades in every elementary school in our state, and that’s the kind of effort we need in every elementary school in the United States of America.",39,37,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s012,11,418.687,425.832,7.145,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"And we’ve got to begin early, in the first, second and third grade, before our youngsters begin to experiment with these very, very dangerous substances.",25,24,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s013,12,426.653,429.095,2.442,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,I guess the question I would ask of Mr.,9,9,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s014,13,429.135,437.454,8.319,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country.",23,21,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0011,1001_t0011_s015,14,438.334,454.66,16.326,DUKAKIS,Michael Dukakis,Democratic,loser,candidate,"If he or representatives of the administration are either with or involving people like Noriega in our foreign policy, or don’t pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country.",49,46,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0012,1001_t0012_s001,0,456.296,457.819,1.523,LEHRER,Lehrer,—,moderator,moderator,"A minute to rebut, Mr.",5,5,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0012,1001_t0012_s002,1,457.859,458.401,0.542,LEHRER,Lehrer,—,moderator,moderator,Vice President.,2,2,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s001,0,458.862,462.73,3.868,BUSH,George H. W. Bush,Republican,winner,candidate,"Well, the other day my opponent was given a briefing by the CIA.",13,13,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s002,1,464.173,466.195,2.022,BUSH,George H. W. Bush,Republican,winner,candidate,I asked for and received the same briefing.,8,8,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s003,2,466.855,470.818,3.963,BUSH,George H. W. Bush,Republican,winner,candidate,I am very careful in public life about dealing with classified information.,12,12,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s004,3,471.339,473.6,2.261,BUSH,George H. W. Bush,Republican,winner,candidate,And what I’m about to say is unclassified.,8,8,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s005,4,474.581,476.803,2.222,BUSH,George H. W. Bush,Republican,winner,candidate,Seven administrations were dealing with Mr.,6,6,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s006,5,476.863,477.443,0.58,BUSH,George H. W. Bush,Republican,winner,candidate,Noriega.,1,1,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s007,6,477.864,481.647,3.783,BUSH,George H. W. Bush,Republican,winner,candidate,It was the Reagan-Bush administration that brought this man to justice.,11,9,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s008,7,482.327,489.733,7.406,BUSH,George H. W. Bush,Republican,winner,candidate,"And as the governor of Massachusetts knows, there was no evidence that governor – that Mr.",16,15,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s009,8,489.793,494.676,4.883,BUSH,George H. W. Bush,Republican,winner,candidate,"Noriega was involved in drugs, no hard evidence until we indicted him.",12,12,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s010,9,495.375,501.576,6.201,BUSH,George H. W. Bush,Republican,winner,candidate,And so I think it’s about time we get this Noriega matter in perspective.,14,13,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s011,10,501.676,503.296,1.62,BUSH,George H. W. Bush,Republican,winner,candidate,Panama is a friendly country.,5,5,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s012,11,503.816,510.258,6.442,BUSH,George H. W. Bush,Republican,winner,candidate,"I went down there and talked to the president of Panama about cleaning up their money laundering, and Mr.",19,19,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s013,12,510.298,515.978,5.68,BUSH,George H. W. Bush,Republican,winner,candidate,"Noriega was there, but there was no evidence at that time, and when the evidence was there, we indicted him.",20,20,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s014,13,516.139,517.659,1.52,BUSH,George H. W. Bush,Republican,winner,candidate,And we want to bring him to justice.,8,8,A-equiv,text_via_whisper,True
1001,1988P1,1988,Presidential,1988-09-25,1001_t0013,1001_t0013_s015,14,518.019,524.68,6.661,BUSH,George H. W. Bush,Republican,winner,candidate,And so call off all those pickets out there that are trying to tear down seven different administrations.,18,18,A-equiv,text_via_whisper,True
