sentence_id,debate_audio_id,is_question,is_imperative,is_exclamatory,sentence_form,parse_tree_depth,n_clauses,n_subordinate_clauses,mean_dependency_length,n_negations,n_chars,n_words_spacy,mean_word_length,type_token_ratio,pct_function_words,pct_content_words,pct_pronouns_first,pct_pronouns_second,pct_pronouns_third,pos_noun_rate,pos_verb_rate,pos_adj_rate,pos_adv_rate,pos_pron_rate,pos_propn_rate,pos_aux_rate,pos_det_rate,pos_adp_rate,pos_cconj_rate,pos_sconj_rate,pos_intj_rate,pos_num_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,vader_compound,vader_pos,vader_neg,vader_neu,emp_power,emp_government,emp_politics,emp_negative_emotion,emp_positive_emotion,emp_aggression,emp_anger,emp_fear,emp_joy,emp_optimism,emp_pride,emp_certainty,emp_achievement,emp_work,emp_money,emp_business,emp_economics,emp_law,emp_leader,emp_independence,emp_patriotism,emp_war,emp_violence,emp_weapon,emp_family,emp_children,emp_youth,emp_health,emp_medical_emergency,emp_religion,emp_morality,emp_ethics,emp_help,emp_love,emp_hate
1003_t0003_s001,1003,0,0,0,declarative,2,1,0,2.0,1,12,4,3.0,1.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,97.025,0.7199999999999989,3.1291,1.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s002,1003,0,0,0,declarative,8,3,2,2.556,0,60,16,3.75,0.9375,0.6111,0.3333,0.1667,0.0556,0.0,0.1667,0.1667,0.0,0.0,0.2778,0.0,0.0556,0.0556,0.1111,0.0556,0.0556,0.0,0.0,84.845,5.400000000000002,8.841846274778883,8.9,-0.7845,0.0,0.33,0.67,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s003,1003,0,0,0,declarative,8,2,3,3.0,1,98,24,4.083,0.9167,0.4286,0.5,0.0714,0.0,0.0357,0.1429,0.2143,0.1071,0.0357,0.1429,0.0,0.0357,0.0714,0.0357,0.0714,0.0357,0.0,0.0,62.62500000000003,10.486666666666668,14.554592549557764,16.26666666666667,-0.2748,0.187,0.22,0.594,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s004,1003,0,0,0,declarative,4,1,0,2.0,0,20,7,2.857,1.0,0.4444,0.4444,0.2222,0.0,0.0,0.1111,0.1111,0.1111,0.1111,0.2222,0.0,0.1111,0.0,0.1111,0.0,0.0,0.0,0.0,115.13000000000002,-1.0599999999999987,3.1291,2.8000000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s005,1003,0,0,0,declarative,13,2,2,2.541,0,139,34,4.088,0.6176,0.4865,0.3784,0.0541,0.0,0.027,0.1892,0.0811,0.1081,0.0,0.0811,0.0541,0.027,0.1351,0.1622,0.027,0.0541,0.0,0.027,42.93676470588238,15.71705882352941,14.554592549557764,15.952941176470588,-0.9169,0.0,0.301,0.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s006,1003,0,0,0,declarative,6,1,1,1.8,0,29,9,3.222,1.0,0.5,0.4,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,103.70000000000002,1.0311111111111124,3.1291,3.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s007,1003,0,0,0,declarative,8,1,2,2.421,1,53,16,3.312,0.8125,0.3684,0.4737,0.0526,0.0,0.0,0.2105,0.1579,0.1053,0.0,0.0526,0.0,0.0,0.1053,0.0526,0.0,0.0,0.0,0.0,95.42,3.9250000000000007,3.1291,6.4,-0.5194,0.139,0.287,0.574,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s008,1003,0,0,0,declarative,8,2,4,4.103,1,142,34,4.176,0.8529,0.5385,0.3333,0.0513,0.0,0.0,0.1026,0.1026,0.0769,0.0513,0.1282,0.0513,0.0769,0.1026,0.1282,0.0256,0.0256,0.0,0.0,62.842647058823545,12.940588235294118,11.20814326018867,15.952941176470588,-0.5574,0.035,0.105,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s009,1003,0,0,0,declarative,8,2,5,3.5,0,131,32,4.094,0.875,0.4444,0.4444,0.0556,0.0,0.0,0.1944,0.1667,0.0278,0.0556,0.0833,0.0,0.0,0.0833,0.1111,0.0278,0.0,0.0,0.0,63.317500000000024,12.377500000000001,11.20814326018867,15.3,-0.7351,0.035,0.177,0.788,0.03125,0.03125,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s010,1003,0,0,0,declarative,7,2,2,3.435,0,83,21,3.952,0.9048,0.4348,0.4783,0.0435,0.0,0.0,0.1304,0.1304,0.087,0.1304,0.0435,0.0435,0.0,0.1304,0.1304,0.0435,0.0,0.0,0.0,61.45045454545455,10.153636363636362,13.023866798666859,10.618181818181819,-0.7351,0.049,0.243,0.709,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s011,1003,0,0,0,declarative,6,2,1,2.286,0,56,13,4.308,1.0,0.3571,0.5714,0.0714,0.0,0.0,0.2857,0.1429,0.0,0.1429,0.0714,0.0,0.0,0.0,0.1429,0.0714,0.0,0.0,0.0,69.99384615384618,6.726153846153846,11.20814326018867,11.353846153846156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s012,1003,0,0,0,declarative,11,2,2,2.5,0,79,20,3.95,0.75,0.5455,0.2273,0.0909,0.0,0.0,0.0455,0.1364,0.0,0.0455,0.1818,0.1364,0.0455,0.1364,0.1364,0.0455,0.0,0.0,0.0455,72.32500000000003,8.140000000000004,13.023866798666859,12.0,0.6908,0.241,0.0,0.759,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s013,1003,0,0,0,declarative,4,1,0,2.2,0,29,8,3.625,1.0,0.4,0.5,0.2,0.0,0.0,0.2,0.1,0.2,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,103.54,0.8049999999999997,3.1291,3.2,0.8316,0.565,0.0,0.435,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s014,1003,0,0,0,declarative,9,2,1,3.034,0,128,27,4.741,0.8519,0.5172,0.4483,0.0345,0.0,0.069,0.2069,0.1034,0.1379,0.0,0.1034,0.0,0.069,0.0345,0.1379,0.1379,0.0,0.0,0.0,47.83000000000001,13.29555555555556,15.903189008614273,16.725925925925928,0.4767,0.141,0.0,0.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0
1003_t0003_s015,1003,0,0,0,declarative,4,1,0,2.286,0,37,12,3.083,0.6667,0.5,0.3571,0.1429,0.0,0.0,0.1429,0.1429,0.0,0.0714,0.1429,0.0,0.1429,0.1429,0.0,0.0714,0.0,0.0,0.0,110.055,0.8900000000000006,3.1291,4.800000000000001,-0.8524,0.159,0.507,0.335,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0003_s016,1003,0,0,0,declarative,10,4,8,4.957,1,366,85,4.306,0.6824,0.5109,0.4239,0.0543,0.0,0.0217,0.2065,0.1304,0.0652,0.0217,0.1304,0.0,0.087,0.0652,0.1087,0.0761,0.0109,0.0,0.0,3.115294117647082,33.94117647058823,18.243605946275583,36.82352941176471,0.7269,0.137,0.064,0.798,0.011764705882352941,0.023529411764705882,0.0,0.011764705882352941,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0
1003_t0004_s001,1003,0,0,0,declarative,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62000000000003,8.400000000000002,3.1291,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0004_s002,1003,0,0,0,declarative,4,1,0,2.556,0,34,6,5.667,1.0,0.1111,0.2222,0.0,0.1111,0.0,0.2222,0.0,0.0,0.0,0.1111,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,32.56000000000003,9.96,11.20814326018867,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0005_s001,1003,0,0,0,declarative,6,1,0,3.25,0,75,20,3.75,0.9,0.4583,0.2917,0.0417,0.0,0.0417,0.1667,0.0833,0.0,0.0417,0.125,0.0417,0.0417,0.125,0.1667,0.0,0.0,0.0417,0.0,80.78500000000003,6.960000000000001,3.1291,8.0,0.5859,0.211,0.0,0.789,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0005_s002,1003,0,0,0,declarative,7,1,0,2.444,0,66,15,4.4,1.0,0.4444,0.3889,0.1111,0.0,0.0,0.1667,0.0556,0.1111,0.0556,0.1111,0.0,0.0556,0.1111,0.1111,0.0556,0.0,0.0,0.0,61.890000000000015,8.353333333333339,13.023866798666859,11.333333333333336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0005_s003,1003,0,0,0,declarative,9,5,5,4.016,0,215,54,3.981,0.6296,0.4688,0.3906,0.0938,0.0156,0.0312,0.125,0.125,0.0781,0.0625,0.1719,0.0,0.0781,0.0938,0.0625,0.0469,0.0156,0.0,0.0,36.09166666666667,21.640370370370373,15.903189008614273,24.562962962962963,-0.9791,0.0,0.339,0.661,0.0,0.0,0.0,0.037037037037037035,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0005_s004,1003,0,0,0,declarative,10,2,2,2.88,0,104,23,4.522,0.8696,0.48,0.44,0.04,0.0,0.0,0.2,0.16,0.04,0.04,0.08,0.04,0.04,0.12,0.12,0.08,0.04,0.0,0.0,69.46391304347827,9.284347826086957,13.023866798666859,12.678260869565218,0.4588,0.12,0.0,0.88,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0005_s005,1003,0,0,0,declarative,5,2,1,2.105,0,61,16,3.812,0.9375,0.4211,0.4211,0.1053,0.0,0.1053,0.1053,0.1579,0.0526,0.1053,0.2105,0.0,0.0,0.0526,0.0526,0.1053,0.0,0.0,0.0526,68.9825,7.612500000000001,11.20814326018867,8.9,0.7184,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
1003_t0006_s001,1003,0,0,0,declarative,3,1,0,2.25,0,25,6,4.167,1.0,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,87.94500000000002,2.4833333333333343,8.841846274778883,9.066666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0006_s002,1003,0,0,0,declarative,8,1,0,2.25,0,60,14,4.286,0.8571,0.5625,0.1875,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.1875,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.0625,67.53000000000003,7.566666666666666,13.023866798666859,14.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0006_s003,1003,0,0,0,declarative,13,2,5,3.422,0,179,38,4.711,0.6842,0.4222,0.3111,0.0,0.0222,0.0,0.1778,0.1333,0.0,0.0,0.0222,0.1111,0.0889,0.1333,0.1111,0.0222,0.0444,0.0,0.0,34.377297297297304,17.65621621621621,18.243605946275583,21.28648648648649,-0.8176,0.0,0.176,0.824,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0007_s001,1003,0,0,0,declarative,2,1,0,0.5,0,6,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62000000000003,8.400000000000002,3.1291,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0008_s001,1003,0,0,0,declarative,5,1,0,2.667,0,75,12,6.25,0.8333,0.2667,0.2667,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1333,0.0,0.3333,0.0667,0.1333,0.0667,0.0,0.0,0.0,0.0,24.440000000000026,13.080000000000002,14.554592549557764,14.430769230769233,0.4215,0.189,0.0,0.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0008_s002,1003,1,0,0,interrogative,4,1,0,2.0,0,36,8,4.5,1.0,0.6667,0.2222,0.0,0.1111,0.0,0.1111,0.1111,0.0,0.0,0.2222,0.0,0.1111,0.1111,0.1111,0.0,0.0,0.0,0.0,61.24000000000001,6.705000000000002,8.841846274778883,8.200000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003_t0009_s001,1003,0,0,0,declarative,4,1,0,1.429,0,20,5,4.0,1.0,0.5714,0.2857,0.1429,0.0,0.1429,0.1429,0.1429,0.0,0.0,0.2857,0.0,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,83.32000000000004,2.879999999999999,8.841846274778883,10.0,0.5106,0.452,0.0,0.548,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
