sentence_id,debate_audio_id,is_question,is_imperative,is_exclamatory,sentence_form,parse_tree_depth,n_clauses,n_subordinate_clauses,mean_dependency_length,n_negations,n_chars,n_words_spacy,mean_word_length,type_token_ratio,pct_function_words,pct_content_words,pct_pronouns_first,pct_pronouns_second,pct_pronouns_third,pos_noun_rate,pos_verb_rate,pos_adj_rate,pos_adv_rate,pos_pron_rate,pos_propn_rate,pos_aux_rate,pos_det_rate,pos_adp_rate,pos_cconj_rate,pos_sconj_rate,pos_intj_rate,pos_num_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index,gunning_fog,vader_compound,vader_pos,vader_neg,vader_neu,emp_power,emp_government,emp_politics,emp_negative_emotion,emp_positive_emotion,emp_aggression,emp_anger,emp_fear,emp_joy,emp_optimism,emp_pride,emp_certainty,emp_achievement,emp_work,emp_money,emp_business,emp_economics,emp_law,emp_leader,emp_independence,emp_patriotism,emp_war,emp_violence,emp_weapon,emp_family,emp_children,emp_youth,emp_health,emp_medical_emergency,emp_religion,emp_morality,emp_ethics,emp_help,emp_love,emp_hate
1001_t0002_s005,1001,0,0,0,declarative,7,2,1,3.0,0,62,15,4.133,0.9333,0.375,0.5,0.0,0.0,0.0,0.375,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.1875,0.125,0.0,0.0,0.0,0.0625,61.890000000000015,8.353333333333339,11.20814326018867,11.333333333333336,0.0772,0.085,0.0,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0002_s006,1001,1,0,0,interrogative,8,2,2,2.353,0,68,16,4.25,1.0,0.4706,0.4118,0.0,0.0,0.0,0.1176,0.1765,0.0588,0.0588,0.1765,0.0588,0.0588,0.0588,0.0588,0.0588,0.0,0.0,0.0,79.5575,6.137499999999999,8.841846274778883,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s001,1001,0,0,0,declarative,5,2,1,2.0,0,34,8,4.25,1.0,0.5,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,50.66500000000002,8.180000000000003,8.841846274778883,8.200000000000001,0.4019,0.278,0.0,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s002,1001,0,0,0,declarative,5,2,2,3.235,0,66,16,4.125,0.875,0.5882,0.3529,0.1765,0.0,0.0,0.1765,0.1765,0.0,0.0,0.1765,0.0,0.1176,0.1765,0.1176,0.0,0.0,0.0,0.0,90.13250000000001,4.662500000000001,3.1291,6.4,-0.4404,0.0,0.162,0.838,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s003,1001,0,0,0,declarative,9,3,3,3.412,0,121,29,4.172,0.8966,0.4706,0.3824,0.0882,0.0,0.0294,0.0882,0.2059,0.0588,0.0294,0.2059,0.0294,0.0,0.0294,0.0882,0.0882,0.0588,0.0,0.0,51.95862068965518,13.216551724137933,13.023866798666859,15.73793103448276,-0.4767,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s004,1001,0,0,0,declarative,11,3,3,3.026,0,135,35,3.857,0.8286,0.5526,0.3684,0.1053,0.0,0.0263,0.2105,0.1053,0.0263,0.0263,0.1579,0.0,0.0789,0.0789,0.1842,0.0263,0.0,0.0,0.0263,57.70428571428573,13.905714285714286,8.841846274778883,15.142857142857142,0.6597,0.141,0.0,0.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s005,1001,0,0,0,declarative,5,3,2,1.824,0,57,14,4.071,0.8571,0.4706,0.4118,0.1176,0.0,0.0,0.1765,0.1176,0.0588,0.0588,0.1176,0.0,0.0588,0.1176,0.1176,0.0,0.0588,0.0,0.0,67.53000000000003,7.566666666666666,8.841846274778883,8.666666666666668,0.745,0.379,0.0,0.621,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
1001_t0003_s006,1001,0,0,0,declarative,6,3,2,2.818,1,76,20,3.8,0.75,0.4545,0.5,0.0909,0.0,0.0,0.1364,0.1364,0.0455,0.1818,0.1364,0.0,0.0909,0.0,0.0455,0.0909,0.0455,0.0,0.0,80.78500000000003,6.960000000000001,8.841846274778883,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
1001_t0003_s007,1001,0,0,0,declarative,5,3,2,3.458,0,68,19,3.579,0.8421,0.4167,0.3333,0.0833,0.0,0.0417,0.0833,0.0833,0.0417,0.125,0.1667,0.0,0.0417,0.0,0.125,0.0417,0.0417,0.0417,0.0,80.68684210526318,6.725263157894737,8.841846274778883,9.705263157894738,0.8176,0.347,0.0,0.653,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s008,1001,0,0,0,declarative,7,3,3,2.885,0,77,22,3.5,0.8182,0.5,0.3846,0.0769,0.0,0.0,0.1154,0.1923,0.0769,0.0,0.1538,0.0,0.0769,0.0385,0.0769,0.0769,0.0,0.0,0.0,76.83227272727274,8.008181818181821,8.841846274778883,10.618181818181819,0.8271,0.314,0.0,0.686,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s009,1001,0,0,0,declarative,5,2,1,2.1,0,27,8,3.375,1.0,0.5,0.4,0.1,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,92.965,2.280000000000001,3.1291,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s010,1001,0,0,0,declarative,4,2,1,2.0,0,30,7,4.286,1.0,0.375,0.5,0.125,0.0,0.0,0.125,0.25,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,103.04428571428575,0.6257142857142846,3.1291,2.8000000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s011,1001,0,0,0,declarative,4,1,0,2.083,0,32,8,4.0,1.0,0.25,0.25,0.0833,0.0833,0.0,0.0833,0.1667,0.0,0.0,0.1667,0.1667,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,71.81500000000001,5.230000000000004,8.841846274778883,8.200000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s012,1001,0,0,0,declarative,4,2,2,3.3,0,76,17,4.471,1.0,0.45,0.4,0.05,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.0,0.05,0.1,0.05,0.05,0.1,0.0,0.0,65.16823529411766,8.39294117647059,11.20814326018867,11.505882352941178,0.5719,0.227,0.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s013,1001,0,0,0,declarative,2,1,0,1.2,0,8,3,2.667,1.0,0.4,0.4,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,119.19000000000003,-2.619999999999999,3.1291,1.2000000000000002,-0.5423,0.0,0.636,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s014,1001,0,0,0,declarative,5,2,1,1.75,0,29,7,4.143,1.0,0.75,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.25,0.125,0.125,0.0,0.0,0.0,0.0,78.87285714285717,3.997142857142858,8.841846274778883,2.8000000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s015,1001,0,0,0,declarative,6,1,1,1.909,0,56,8,7.0,1.0,0.1818,0.5455,0.0,0.0,0.0,0.4545,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,8.365000000000009,14.080000000000002,13.023866798666859,18.2,0.4215,0.286,0.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s016,1001,0,0,0,declarative,5,1,0,2.286,1,46,12,3.833,0.75,0.5714,0.2143,0.0,0.0,0.0714,0.1429,0.0,0.0714,0.0,0.0714,0.1429,0.0714,0.2143,0.0,0.2143,0.0,0.0,0.0,46.60500000000002,9.740000000000002,13.023866798666859,14.8,-0.4019,0.0,0.197,0.803,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s017,1001,0,0,0,declarative,5,2,1,2.167,0,45,11,4.091,1.0,0.5,0.4167,0.0833,0.0,0.0,0.1667,0.1667,0.0833,0.0,0.0833,0.0,0.0833,0.0833,0.0833,0.0833,0.0,0.0,0.0,87.99727272727276,3.7181818181818187,3.1291,4.4,0.5499,0.262,0.0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s018,1001,0,0,0,declarative,9,2,2,3.829,0,161,37,4.351,0.7568,0.4878,0.3659,0.0488,0.0,0.0,0.1951,0.0976,0.0488,0.0244,0.0976,0.0488,0.0488,0.0732,0.2195,0.0488,0.0,0.0,0.0,48.09500000000003,15.494444444444444,14.554592549557764,17.733333333333334,0.8225,0.207,0.0,0.793,0.0,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0003_s019,1001,0,0,0,declarative,6,2,1,3.565,0,76,20,3.8,0.9,0.5652,0.3478,0.1304,0.0,0.0,0.1739,0.087,0.0435,0.0435,0.2174,0.0,0.0435,0.087,0.1304,0.087,0.0,0.0,0.0,72.32500000000003,8.140000000000004,11.20814326018867,8.0,0.5499,0.157,0.0,0.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0004_s001,1001,0,0,0,declarative,4,1,1,1.889,0,33,7,4.714,1.0,0.2222,0.4444,0.0,0.1111,0.0,0.2222,0.2222,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,66.7871428571429,5.682857142857145,8.841846274778883,8.514285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s001,1001,0,0,0,declarative,3,1,0,0.75,0,10,3,3.333,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,75.87500000000001,3.6700000000000017,3.1291,1.6,0.3612,0.455,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s002,1001,0,0,0,declarative,3,1,1,2.0,0,26,5,5.2,1.0,0.3333,0.3333,0.0,0.0,0.0,0.1667,0.0,0.1667,0.0,0.0,0.1667,0.1667,0.0,0.0,0.0,0.1667,0.0,0.0,66.40000000000003,5.240000000000002,8.841846274778883,2.0,0.5423,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s003,1001,0,0,0,declarative,5,2,1,2.429,0,60,12,5.0,1.0,0.5,0.4286,0.0714,0.0,0.0714,0.2143,0.1429,0.0714,0.0,0.1429,0.0,0.0,0.1429,0.0714,0.0714,0.0714,0.0,0.0,60.70500000000001,7.773333333333333,11.20814326018867,8.133333333333335,0.7876,0.469,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s004,1001,0,0,0,declarative,9,3,3,3.35,0,96,19,5.053,0.8421,0.55,0.4,0.1,0.0,0.0,0.15,0.2,0.05,0.0,0.25,0.0,0.05,0.05,0.15,0.0,0.0,0.0,0.0,45.06578947368425,11.693684210526317,15.903189008614273,16.02105263157895,0.4019,0.13,0.0,0.87,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s005,1001,0,0,0,declarative,8,1,1,2.778,0,73,15,4.867,0.8667,0.5,0.3889,0.0556,0.0,0.0,0.1667,0.1111,0.0556,0.0556,0.1111,0.0,0.1667,0.1111,0.1111,0.0,0.0,0.0,0.0,41.553571428571445,10.941428571428574,14.554592549557764,14.171428571428573,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s006,1001,0,0,0,declarative,4,2,1,2.25,0,47,12,3.917,0.8333,0.625,0.25,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.25,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,88.905,3.84,3.1291,4.800000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s007,1001,0,0,0,declarative,5,2,1,2.0,0,63,13,4.846,1.0,0.5714,0.3571,0.0714,0.0,0.0,0.2143,0.1429,0.0,0.0,0.0714,0.0,0.1429,0.0714,0.1429,0.0714,0.0,0.0,0.0,63.486153846153854,7.633846153846157,11.20814326018867,11.353846153846156,0.3612,0.172,0.0,0.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001_t0005_s008,1001,0,0,0,declarative,9,3,5,4.549,0,184,41,4.488,0.878,0.3922,0.3529,0.1176,0.0,0.0,0.098,0.1176,0.1373,0.0,0.1373,0.0784,0.0392,0.0588,0.098,0.0196,0.0196,0.0,0.0196,37.30500000000002,18.49,18.243605946275583,22.514285714285716,0.1027,0.06,0.051,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
