sentence_id,debate_audio_id,n_voiced_frames,voiced_duration_sec,skewness,kurtosis,iqr_range_ratio,velocity_mean_abs,velocity_sd,accel_mean_abs,turning_pt_rate,total_variation_norm,declination_slope,declination_resid_sd
1001_t0007_s003,1001,139,1.31,-1.054546594619751,0.2550802230834961,0.707408283390524,0.2574695944786072,0.3224206864833832,0.13070470094680786,12.213740458015266,25.74696,0.10786809708343452,5.756721298567958
1001_t0007_s004,1001,1269,12.03,-0.939730167388916,2.3638954162597656,0.7662788137122077,0.28951728343963623,0.4660019874572754,0.15362697839736938,10.473815461346636,28.951727,-0.03529463868165326,4.321325535724578
1001_t0007_s005,1001,1057,10.08,-1.4554270505905151,2.5177135467529297,0.8089804726354974,0.23651471734046936,0.3407493233680725,0.11419864743947983,9.920634920634921,23.651468,-0.08723345382768719,4.38479788278716
1001_t0007_s006,1001,118,1.12,0.5307738184928894,0.7195067405700684,0.8259620851267,0.2215127795934677,0.2957247495651245,0.09368151426315308,9.821428571428571,22.151278,-1.0099292211255886,2.427055868647325
1001_t0007_s007,1001,175,1.66,0.17983724176883698,-0.9684896469116211,0.8656383173394403,0.18123529851436615,0.23336350917816162,0.08434713631868362,7.831325301204819,18.123531,-2.592869258809426,1.4167452718868043
1001_t0007_s008,1001,73,0.66,1.1700708866119385,1.1200084686279297,0.8386510534406932,0.2034076601266861,0.18652188777923584,0.0891086757183075,3.03030303030303,20.340765,-0.3805313181418314,2.8242923399320374
1001_t0011_s008,1001,26,0.24,-0.23961952328681946,-0.5802915096282959,0.8130984663901375,0.22501476109027863,0.11605627089738846,0.06070362403988838,0.0,22.501476,-1.9234162227269074,1.1669925243239148
1001_t0011_s009,1001,505,4.76,2.071643590927124,19.213457107543945,0.7417676495938996,0.24451301991939545,0.3860701620578766,0.13333207368850708,11.13445378151261,24.451302,-0.28781414460291643,4.929710033971155
1001_t0011_s010,1001,96,0.89,-1.2214571237564087,0.6301360130310059,0.7261280516591682,0.3013444244861603,0.3892285227775574,0.16563783586025238,13.483146067415728,30.134443,1.050513134594734,6.425515087857025
1001_t0011_s011,1001,765,7.26,-0.05562509223818779,4.813354015350342,0.7616504211135623,0.2355896532535553,0.4675365388393402,0.12409289181232452,13.636363636363637,23.55896,-0.23861664383190215,2.827048898290042
1001_t0011_s012,1001,371,3.45,-0.9094589948654175,2.2984189987182617,0.8357165047169255,0.20379555225372314,0.3140415847301483,0.10730047523975372,12.17391304347826,20.379559,-0.7515273950186376,3.9729372325797003
1001_t0011_s013,1001,126,1.19,-0.43158552050590515,-0.536592960357666,0.7840204411382594,0.27132365107536316,0.3306639790534973,0.12477641552686691,10.92436974789916,27.132362,-9.438919113156022,4.262643328680445
1001_t0011_s014,1001,431,4.09,0.7541207075119019,5.040228843688965,0.7845305142646108,0.29557690024375916,0.39292800426483154,0.10351903736591339,5.623471882640587,29.55769,-0.7431815986091224,4.925182132899383
1001_t0011_s015,1001,883,8.37,-0.6779975891113281,2.5752482414245605,0.7354634057454095,0.23332029581069946,0.3997695744037628,0.10753829032182693,11.230585424133814,23.332031,-0.07372535521264707,4.571110615025175
1001_t0013_s001,1001,229,2.21,0.6259267926216125,0.679816722869873,0.873049263594005,0.28798237442970276,0.38834747672080994,0.11881855130195618,10.859728506787329,28.798237,-2.337704260203755,2.6260445163145376
1001_t0013_s002,1001,119,1.13,-0.8193504214286804,-0.16201376914978027,0.637639982460029,0.1748529076576233,0.20277398824691772,0.07475831359624863,9.734513274336281,17.48529,-0.3242213833983657,1.424731311561225
1001_t0013_s003,1001,228,2.1,-0.37362056970596313,1.467435359954834,0.6486089632428097,0.1685503125190735,0.20523737370967865,0.06393580138683319,8.095238095238093,16.855032,-0.01946129995264144,2.7402435166372427
1001_t0013_s004,1001,102,0.97,-0.6777456998825073,0.0020203590393066406,0.7756980879539875,0.22354000806808472,0.30108675360679626,0.09547127783298492,5.154639175257732,22.354,-0.543695899619976,1.5525857022955387
1001_t0013_s005,1001,143,1.36,0.4136941730976105,-1.423819899559021,0.6791826936963501,0.1816926747560501,0.2243683636188507,0.0862000361084938,11.029411764705882,18.169268,-6.729029704036858,1.6864564694427642
1001_t0013_s006,1001,51,0.49,1.5016943216323853,0.68900465965271,0.133221885220501,0.13275189697742462,0.18027836084365845,0.07312583923339844,10.204081632653061,13.275189,9.277864514494203,1.4858284619002742
1001_t0013_s007,1001,222,2.09,0.7091686725616455,-0.0909876823425293,0.5974365342136488,0.25187912583351135,0.3503285050392151,0.10735432803630829,11.961722488038276,25.187918,-1.2039202727185438,3.0969841266035143
1001_t0013_s008,1001,368,3.48,-0.39887943863868713,0.8777227401733398,0.8361070929045138,0.19797101616859436,0.2501777708530426,0.08099417388439178,9.482758620689658,19.797102,-0.03318286923038132,3.076058037741663
1001_t0013_s009,1001,396,3.83,-0.8875733613967896,1.1744756698608398,0.8122358817714304,0.26754215359687805,0.38028937578201294,0.1242179274559021,10.704960835509139,26.754215,0.2705169730135819,2.875054182940806
1001_t0013_s010,1001,264,2.48,-0.08894640952348709,0.8192360401153564,0.6714265707540406,0.21045659482479095,0.30596959590911865,0.10569702088832855,9.677419354838708,21.04566,-0.36873119875913674,3.477593763680711
1001_t0013_s011,1001,96,0.91,0.39485830068588257,0.10561537742614746,0.8886839801798552,0.170887291431427,0.21805629134178162,0.080104298889637,14.285714285714285,17.088728,2.245927184193097,1.2941985933472289
1001_t0013_s012,1001,390,3.73,-0.6248590350151062,1.968186855316162,0.6275580375025077,0.21881580352783203,0.3111059069633484,0.08834037184715271,9.651474530831099,21.88158,0.2781795389724498,4.551138057363868
1001_t0013_s013,1001,377,3.6,-0.17463365197181702,0.40326929092407227,0.7750516393949637,0.2944709360599518,0.5052102208137512,0.1344510167837143,11.666666666666664,29.447092,-0.09515790810041137,4.167052060682887
1001_t0013_s014,1001,123,1.19,-1.0430482625961304,-0.025171756744384766,0.552417192939472,0.20163583755493164,0.34272322058677673,0.09840212017297745,13.445378151260503,20.163584,0.47635635167819745,1.8233291896578399
1001_t0013_s015,1001,352,3.34,-1.112147331237793,3.3447980880737305,0.9014614600642842,0.18339520692825317,0.24971623718738556,0.08474104851484299,10.778443113772456,18.339521,-0.27391715749877776,3.4261817183014327
1001_t0016_s001,1001,113,1.05,-0.12090716511011124,-1.3826463222503662,0.9238699123700997,0.2097034752368927,0.31351175904273987,0.10187471657991409,11.428571428571429,20.970348,-3.345336027433028,1.838271109002494
1001_t0016_s002,1001,532,4.95,3.4877257347106934,37.457061767578125,0.808992181256132,0.18756835162639618,0.2758138179779053,0.09029150009155273,9.898989898989898,18.756838,0.04180830060658385,4.038635578275804
1001_t0016_s003,1001,244,2.26,-1.092105507850647,5.828312873840332,0.8478899391439959,0.3148438036441803,0.6184108257293701,0.15275666117668152,7.52212389380531,31.484377,-0.44150610328070444,3.036339807137239
1001_t0016_s005,1001,197,1.78,1.312509298324585,2.2103757858276367,0.8132603590987026,0.23190274834632874,0.3209773004055023,0.1287190318107605,11.797752808988761,23.190277,0.6821579909012303,2.572660240296493
1001_t0016_s006,1001,255,2.37,4.362940311431885,20.210588455200195,0.8552332426992071,0.1673911064863205,0.21330338716506958,0.07988141477108002,11.814345991561181,16.739113,0.4359251369275797,5.963005390792658
1001_t0016_s007,1001,206,1.93,-0.5904735922813416,1.2940664291381836,0.618714842245175,0.24670331180095673,0.36444953083992004,0.1286054253578186,10.88082901554404,24.670332,-3.0063693659832724,3.611472170732386
1001_t0016_s008,1001,236,2.27,3.735896587371826,20.97759246826172,0.853723925877422,0.20635713636875153,0.30402326583862305,0.11230268329381943,14.537444933920705,20.635712,-1.6511874481834379,4.621497614027253
1001_t0016_s009,1001,443,4.21,-0.5359762907028198,2.0652546882629395,0.8046039732361657,0.2144753485918045,0.2857047915458679,0.09266813844442368,8.551068883610451,21.447536,-0.5191790733024892,2.7372330631081034
1001_t0016_s010,1001,374,3.52,0.5824542045593262,0.9739031791687012,0.6855558300243463,0.2021287977695465,0.263876348733902,0.09971960633993149,11.363636363636365,20.212883,-1.4624766683361712,2.799423803459851
1001_t0016_s011,1001,412,3.9,2.7044429779052734,25.16002082824707,0.7621311800583419,0.21652241051197052,0.43084222078323364,0.10335744172334671,11.538461538461538,21.652245,-0.5665938567932166,3.7531843603563497
1001_t0016_s012,1001,198,1.85,0.9847715497016907,-0.09608054161071777,0.8985024250624639,0.22820599377155304,0.3098641037940979,0.10410240292549133,10.27027027027027,22.820599,-2.3943204842532335,3.7198603876879965
1001_t0016_s013,1001,614,5.78,3.6349401473999023,39.4252815246582,0.85544107479037,0.21766053140163422,0.31743934750556946,0.10654989629983902,12.110726643598618,21.766052,-0.06324823464534372,3.6047415412737274
1001_t0016_s014,1001,528,4.98,-0.8959184288978577,2.648080348968506,0.7791684689461502,0.3186068534851074,0.4772641360759735,0.17601583898067474,12.248995983935743,31.86069,-0.7609508585209669,3.6089507433818944
1001_t0016_s015,1001,99,0.92,0.2759004831314087,-0.36560511589050293,0.739565061816738,0.272218257188797,0.3376110792160034,0.10223698616027832,6.521739130434781,27.221827,-4.281979769094788,2.7926662942779403
1001_t0016_s016,1001,325,3.03,-0.3577444851398468,1.3713874816894531,0.8122033626553854,0.30502229928970337,0.5370129942893982,0.18841291964054108,13.53135313531353,30.50223,-0.16173035588817797,5.220328516031614
1001_t0016_s017,1001,828,7.8,2.1836256980895996,23.416431427001953,0.8084358097511211,0.2595759928226471,0.36028918623924255,0.1195387914776802,8.58974358974359,25.957598,-0.17703804795150477,3.419469411819313
1001_t0016_s018,1001,196,1.89,-2.3597424030303955,9.931769371032715,0.795097938062509,0.2124907523393631,0.2978035807609558,0.08315592259168625,10.582010582010582,21.249073,1.122702870845524,3.1098867507889065
1001_t0016_s019,1001,195,1.8,-1.1124683618545532,2.4648265838623047,0.7257837618295786,0.27740445733070374,0.3364015817642212,0.11754883080720901,7.222222222222222,27.740446,0.2526710311880071,4.696178562944175
1001_t0017_s001,1001,189,1.78,-0.2734924256801605,-1.1439025402069092,0.8650985670694026,0.1755245476961136,0.24906277656555176,0.07393009960651398,11.797752808988763,17.552456,0.4886729771214068,2.589895705386228
1001_t0017_s002,1001,46,0.44,0.6219714879989624,-0.5673732757568359,0.5585368514089004,0.5052997469902039,0.6213020086288452,0.22781948745250702,11.363636363636363,50.529976,-2.4512987198958953,3.511909913273123
1001_t0019_s001,1001,522,4.96,0.507642388343811,3.0867652893066406,0.7296610744572095,0.2126302570104599,0.2864740192890167,0.1081027090549469,11.088709677419354,21.263023,-0.6978329383477412,3.007149291948266
1001_t0021_s001,1001,132,1.28,0.013833275064826012,-0.7713348865509033,0.8289446791002558,0.11705078184604645,0.1533850133419037,0.06210343912243843,17.187499999999996,11.705078,-0.39944665726218337,1.081648980199754
1001_t0021_s002,1001,150,1.41,-0.781852662563324,0.3749830722808838,0.7749924597593285,0.20295026898384094,0.26076868176460266,0.09884297847747803,10.638297872340425,20.295027,-0.48811063492475953,1.884487457296786
1001_t0022_s001,1001,68,0.64,0.19884467124938965,-1.3503096103668213,0.8922907186959059,0.17546701431274414,0.2250370979309082,0.08712323755025864,7.812499999999998,17.546701,-4.289046808665629,1.1041843734184351
1001_t0022_s002,1001,182,1.73,-0.0786077231168747,2.738499641418457,0.8090657353399618,0.27836164832115173,0.3713424503803253,0.11141465604305267,9.826589595375722,27.836163,-1.9974238536584368,3.6207196686112284
1001_t0022_s003,1001,163,1.53,0.5370513796806335,-0.4179041385650635,0.7570178175821296,0.1913052648305893,0.2336411327123642,0.07157798111438751,6.5359477124183,19.130526,-0.7094389643669083,4.019762360384835
1001_t0022_s004,1001,139,1.32,1.0173547267913818,-0.16571712493896484,0.8323272552882262,0.24877074360847473,0.32454541325569153,0.08536361902952194,6.0606060606060606,24.877073,-3.56999399247765,3.340115454330121
1001_t0022_s005,1001,366,3.44,0.31337493658065796,0.18278002738952637,0.6994130915550524,0.21510864794254303,0.2680298686027527,0.07702437788248062,6.9767441860465125,21.510866,-0.7907506153064108,4.708094385996688
1001_t0022_s006,1001,106,0.99,0.6949643492698669,-0.5345978736877441,0.6957606600303962,0.23656152188777924,0.30144795775413513,0.09247773885726929,6.0606060606060606,23.65615,-1.5228549597775458,3.356371004687236
1001_t0022_s007,1001,287,2.72,0.5259434580802917,1.7939839363098145,0.8129576578007052,0.1993294060230255,0.26089590787887573,0.09108708798885345,10.294117647058822,19.93294,-1.211425182125334,3.096778295370303
1001_t0022_s008,1001,202,1.89,0.5518665909767151,-0.45975303649902344,0.671248279690247,0.25107094645500183,0.316314697265625,0.0842956006526947,6.349206349206349,25.107094,-0.685448139993331,3.5657168471723346
1001_t0022_s009,1001,384,3.66,0.562150239944458,0.39583635330200195,0.678775963900931,0.25974687933921814,0.32533469796180725,0.0976778045296669,6.830601092896175,25.97469,0.2954446908118478,3.4134029007350932
1001_t0022_s010,1001,76,0.7,0.10579626262187958,-1.242261528968811,0.7345076793771653,0.28312286734580994,0.34857940673828125,0.119730144739151,7.142857142857142,28.312288,5.204775758266604,2.6794107455517273
1001_t0022_s011,1001,379,3.59,0.08392789214849472,-0.7890808582305908,0.8236000370015615,0.29642099142074585,0.39695480465888977,0.11503414064645767,7.7994428969359335,29.642107,-0.3473689333785641,4.2439744713398015
1001_t0022_s012,1001,674,6.35,-0.13198378682136536,1.6516070365905762,0.8069030353883998,0.28356605768203735,0.47191834449768066,0.10732299089431763,6.929133858267716,28.356607,-0.05374353970072593,4.258607948967569
1001_t0025_s001,1001,204,1.96,0.19856059551239014,-0.625112771987915,0.8212666220575361,0.30060020089149475,0.398303747177124,0.10943098366260529,9.693877551020407,30.060022,2.0393726332269533,2.6837833294909856
1001_t0025_s002,1001,465,4.43,0.4400770962238312,0.3843252658843994,0.8119474628349964,0.3018539845943451,0.3992537260055542,0.11849312484264374,9.480812641083523,30.185402,-0.41936357258569107,4.156066191964848
1001_t0025_s003,1001,312,3.02,0.6004957556724548,1.776153564453125,0.8244169427043396,0.23111437261104584,0.32949262857437134,0.116203673183918,13.245033112582782,23.111437,-0.166378060638722,2.0107746728088904
1001_t0025_s004,1001,409,3.92,0.21803539991378784,1.0840024948120117,0.7909626831758185,0.27457836270332336,0.3816884458065033,0.11962414532899857,10.714285714285714,27.457836,0.323606897834114,3.0196443426807185
1001_t0025_s005,1001,222,2.1,0.48571711778640747,-0.21810603141784668,0.6796901761255464,0.2888629734516144,0.399943083524704,0.10936858505010605,7.619047619047619,28.8863,-1.1762515463209042,3.79868722538761
1001_t0025_s006,1001,97,0.91,0.8991894125938416,-0.19457602500915527,0.7762753578921997,0.23576268553733826,0.32779258489608765,0.10288020968437195,9.89010989010989,23.57627,3.8180079154310445,2.349004234165151
1001_t0025_s007,1001,417,3.95,0.18720291554927826,-0.48621559143066406,0.7281236089644447,0.21570757031440735,0.2971545159816742,0.08388499915599823,9.11392405063291,21.570755,-0.41627138498622596,3.7023166704011783
1001_t0025_s008,1001,445,4.2,-0.24492229521274567,0.16647672653198242,0.8176622808478795,0.400403767824173,0.5074513554573059,0.13184481859207153,6.428571428571428,40.04038,0.03825150793458243,5.9763348565214
1001_t0025_s009,1001,146,1.38,0.04405239224433899,-1.0353078842163086,0.8922637586431499,0.2690698504447937,0.32054826617240906,0.10536449402570724,8.695652173913043,26.906984,1.3571686487986099,3.4300512629187705
1001_t0025_s010,1001,161,1.54,-0.965886652469635,0.8637843132019043,0.8350133159304722,0.3359116017818451,0.46369677782058716,0.16330428421497345,10.38961038961039,33.591164,-0.9488704627036874,5.274647050137187
1001_t0025_s011,1001,234,2.2,-0.5033390522003174,0.9581046104431152,0.7041588458495084,0.1994452327489853,0.25079503655433655,0.08682403713464737,9.09090909090909,19.944523,-2.509269984727243,2.478137647146521
1001_t0025_s012,1001,434,4.15,0.7253673672676086,-0.2681546211242676,0.8211861161235446,0.2982935309410095,0.4096113443374634,0.12449497729539871,9.397590361445783,29.829351,-0.3625846824492013,4.2689472263757535
1001_t0025_s013,1001,354,3.31,0.35427066683769226,-0.07773423194885254,0.8149063112194049,0.29256147146224976,0.3716720640659332,0.11195316910743713,7.250755287009064,29.256142,-0.6329084574380939,3.908597632470689
1001_t0025_s014,1001,165,1.57,-2.4193084239959717,12.702011108398438,0.6827906347281092,0.18354532122612,0.2884847819805145,0.0891067311167717,10.19108280254777,18.35453,1.6369672662913528,3.043022303224508
1001_t0025_s015,1001,238,2.2,-0.63601154088974,0.503617525100708,0.8455220447713384,0.25009119510650635,0.31857410073280334,0.10006590932607651,8.636363636363633,25.00912,-2.2981384217733076,3.313446021998929
1001_t0025_s016,1001,827,7.91,0.21888919174671173,-0.9059009552001953,0.8405702887862937,0.2318108230829239,0.3160080909729004,0.08798319101333618,9.102402022756005,23.181084,-0.19663020220284763,3.3956265100824377
1001_t0025_s017,1001,428,4.1,-0.4145384430885315,1.2864184379577637,0.8375264120257586,0.25480183959007263,0.34016314148902893,0.10608813166618347,7.317073170731707,25.480185,-1.2585980914583201,3.514080200724658
1001_t0025_s018,1001,227,2.17,0.33134692907333374,-1.0581334829330444,0.7340871594186161,0.30434030294418335,0.3877866864204407,0.09813054651021957,8.294930875576036,30.43403,-0.15303182139827456,4.6912256829927905
1001_t0025_s019,1001,355,3.32,0.02916841395199299,-0.8643145561218262,0.7328795490706439,0.2520389258861542,0.3209763765335083,0.11650557070970535,8.13253012048193,25.203894,-1.1362726135902779,4.709389862584039
1001_t0027_s001,1001,533,5.03,5.601762771606445,39.8604850769043,0.8220794071813025,0.20657426118850708,0.29665353894233704,0.10708434134721756,10.934393638170976,20.657425,-0.4143948461963281,4.699554020644087
1001_t0027_s002,1001,1110,10.47,0.8714905381202698,8.987543106079102,0.7827977491932768,0.19832265377044678,0.2789883613586426,0.09574557095766068,11.365807067812803,19.832262,-0.04492632497656998,3.92439903337408
1001_t0027_s003,1001,110,1.02,-1.0210983753204346,-0.2552952766418457,0.8319111540843648,0.2259598970413208,0.33703920245170593,0.12385915964841843,14.705882352941172,22.59599,-3.7920383866963183,4.953776706704315
1001_t0027_s004,1001,96,0.89,-0.3993544578552246,-0.055243730545043945,0.8346529927822691,0.21650363504886627,0.26667097210884094,0.11435427516698837,7.8651685393258415,21.650364,-6.552442682257088,3.4697010294029953
1001_t0027_s005,1001,402,3.83,0.7919325828552246,3.079777717590332,0.828076457524801,0.23056550323963165,0.31998422741889954,0.11151022464036942,12.79373368146214,23.056551,-1.0519923953446981,2.650996866621152
1001_t0027_s006,1001,401,3.66,2.618882656097412,13.246170043945312,0.7320607730014306,0.3189658522605896,0.654207170009613,0.1689773052930832,12.021857923497265,31.896584,-1.0163993664695656,4.696317716404035
1001_t0030_s001,1001,331,3.12,-0.29922452569007874,0.9428741931915283,0.8078919877119111,0.18429282307624817,0.23846960067749023,0.06823674589395523,7.692307692307692,18.429283,-0.4055237928712429,2.970282030611781
1001_t0030_s002,1001,129,1.21,-0.06103825569152832,-0.8515205383300781,0.7644190416985581,0.18620958924293518,0.2265721708536148,0.0836348608136177,7.43801652892562,18.620958,-0.15791146823650634,1.5659379293929572
1001_t0030_s003,1001,270,2.53,-0.3808497488498688,-0.12483859062194824,0.7907849282252049,0.21809884905815125,0.28188827633857727,0.09396089613437653,7.114624505928853,21.809883,-0.18510455815404905,1.6571105960073516
1001_t0030_s004,1001,188,1.81,-0.6935792565345764,-0.03743624687194824,0.8674458536512716,0.2842021882534027,0.3786903917789459,0.12317704409360886,9.392265193370166,28.420221,0.6646120026235292,3.610233475023719
1001_t0030_s005,1001,73,0.71,-0.325448602437973,-0.9557693004608154,0.8128652405250348,0.2811666429042816,0.39625096321105957,0.14713937044143677,8.450704225352114,28.116665,-5.26284973417418,2.377123027868938
1001_t0030_s006,1001,285,2.69,-0.3345259726047516,-0.8791310787200928,0.8584174147495617,0.23128557205200195,0.3084135353565216,0.09690223634243011,8.921933085501859,23.128555,0.5381547356868367,2.7858161167577133
1001_t0030_s007,1001,351,3.28,0.1562228798866272,-0.825145959854126,0.810742516849507,0.29675614833831787,0.410208523273468,0.12989705801010132,9.756097560975608,29.675611,0.07952591293537895,4.66078625235571
1001_t0030_s008,1001,361,3.43,0.06117279827594757,-0.7660677433013916,0.8233356824501459,0.248798668384552,0.3560362756252289,0.09928541630506516,8.746355685131196,24.879864,-0.2124847500493391,4.107403948478837
1001_t0030_s009,1001,295,2.81,-1.6524741649627686,4.920291900634766,0.7477274928484396,0.23621957004070282,0.3264763355255127,0.09897495061159134,10.320284697508898,23.621958,-0.4990822213437614,3.517924308289552
1001_t0030_s010,1001,1211,11.62,-0.4594879448413849,1.2436714172363281,0.8151804642082915,0.22806623578071594,0.42287400364875793,0.10351760685443878,11.101549053356282,22.806627,-0.18991837118441127,3.4876603525342347
